STATEFP,COUNTYFP,COUNTYNS,NAME,Longitude,Latitude,GHI_value,Power_Density
06,037,00277283,Los Angeles,-118.271387,34.040539,5.418,6.428506
06,037,00277283,Los Angeles,-118.468371,34.221665,5.545,9.783902
06,037,00277283,Los Angeles,-118.147111,34.14762,5.404,4.2295504
06,037,00277283,Los Angeles,-118.152655,34.145138,5.405,4.218086
06,037,00277283,Los Angeles,-118.150133,34.145119,5.405,4.218086
06,037,00277283,Los Angeles,-118.149597,34.118433,5.397,4.086431
06,037,00277283,Los Angeles,-118.192,33.7637,5.33,6.0422072
06,037,00277283,Los Angeles,-118.403342,33.94325,5.297,9.098151
06,037,00277283,Los Angeles,-118.554686,34.238716,5.539,17.656815
06,037,00277283,Los Angeles,-118.44704,34.017081,5.353,13.063212
06,037,00277283,Los Angeles,-118.49583,34.010021,5.255,17.803017
06,037,00277283,Los Angeles,-118.438965,34.156407,5.504,7.916372
06,037,00277283,Los Angeles,-118.35835,34.13722,5.462,9.872734
06,037,00277283,Los Angeles,-118.153806,33.94756,5.369,4.060774
06,037,00277283,Los Angeles,-118.523887,34.248959,5.537,17.251942
06,037,00277283,Los Angeles,-118.528543,34.241687,5.538,15.866275
06,037,00277283,Los Angeles,-118.532588,34.236853,5.539,16.058537
06,037,00277283,Los Angeles,-118.28192,33.740758,5.291,9.429722
06,037,00277283,Los Angeles,-118.474585,34.077588,5.414,48.796608
06,037,00277283,Los Angeles,-118.050548,34.145528,5.361,3.515517
06,037,00277283,Los Angeles,-117.864,34.13556,5.426,4.17763
06,037,00277283,Los Angeles,-118.3966,33.9826,5.362,4.843998
06,037,00277283,Los Angeles,-118.385231,34.029971,5.408,6.274114
06,037,00277283,Los Angeles,-117.809208,34.105275,5.44,3.8249857
06,037,00277283,Los Angeles,-118.136621,34.147709,5.399,3.8947701
06,037,00277283,Los Angeles,-118.399767,33.944761,5.31,6.690326
06,037,00277283,Los Angeles,-118.13889,33.84788,5.338,4.212613
06,037,00277283,Los Angeles,-118.49151,34.019875,5.31,9.471284
06,037,00277283,Los Angeles,-118.4898,34.010528,5.291,11.775291
06,037,00277283,Los Angeles,-118.24566,33.82498,5.348,4.310823
06,037,00277283,Los Angeles,-118.100471,33.861544,5.339,3.8481658
06,037,00277283,Los Angeles,-117.928216,33.997621,5.386,4.207888
06,037,00277283,Los Angeles,-118.151166,33.9473,5.367,3.9927099
06,037,00277283,Los Angeles,-117.975944,34.136553,5.39,3.4536426
06,037,00277283,Los Angeles,-118.02703,34.06964,5.396,4.484365
06,037,00277283,Los Angeles,-118.307028,33.889201,5.368,5.4512944
06,037,00277283,Los Angeles,-118.25515,34.13714,5.444,5.368485
06,037,00277283,Los Angeles,-118.273229,34.035168,5.418,4.4494843
06,037,00277283,Los Angeles,-118.356601,34.133446,5.454,5.129608
06,037,00277283,Los Angeles,-118.466606,34.269809,5.566,17.589005
06,037,00277283,Los Angeles,-118.1383,34.5914,5.987,80.936134
06,037,00277283,Los Angeles,-118.44896,34.16924,5.519,7.1443048
06,037,00277283,Los Angeles,-117.890899,34.074227,5.41,4.63538
06,037,00277283,Los Angeles,-118.686393,34.035802,5.304,10.844756
06,037,00277283,Los Angeles,-118.35808,34.063383,5.424,5.6106577
06,037,00277283,Los Angeles,-118.2778,34.02828,5.415,5.917049
06,037,00277283,Los Angeles,-118.385,33.9492,5.359,7.3889856
06,037,00277283,Los Angeles,-117.9869,34.13867,5.385,3.242837
06,037,00277283,Los Angeles,-117.82341,34.049341,5.422,2.7404044
06,037,00277283,Los Angeles,-118.689023,34.037227,5.304,10.844756
06,037,00277283,Los Angeles,-118.142129,34.144224,5.4,5.1244736
06,037,00277283,Los Angeles,-118.141776,34.148186,5.401,4.9817
06,037,00277283,Los Angeles,-118.598675,34.253049,5.539,36.19231
06,037,00277283,Los Angeles,-118.409726,33.886925,5.165,12.282288
06,037,00277283,Los Angeles,-117.81619,34.077429,5.428,9.013509
06,037,00277283,Los Angeles,-118.350231,33.835218,5.304,8.085679
06,037,00277283,Los Angeles,-118.148914,34.148874,5.404,4.7740197
06,037,00277283,Los Angeles,-117.820001,34.051634,5.425,2.9866626
06,037,00277283,Los Angeles,-118.258897,34.155502,5.447,6.9573975
06,037,00277283,Los Angeles,-118.444801,34.072975,5.409,4.8127036
06,037,00277283,Los Angeles,-118.445041,34.068375,5.407,6.1131988
06,037,00277283,Los Angeles,-117.803402,34.104155,5.44,4.1602154
06,037,00277283,Los Angeles,-117.803402,34.104155,5.44,4.1602154
06,037,00277283,Los Angeles,-118.818336,34.148044,5.552,27.133755
06,037,00277283,Los Angeles,-118.360193,33.872549,5.311,6.3161726
06,037,00277283,Los Angeles,-118.1594074,33.93015942,5.36,4.0330863
06,037,00277283,Los Angeles,-118.1248,34.706156,5.997,49.827168
06,037,00277283,Los Angeles,-118.248852,34.055505,5.424,13.778738
06,037,00277283,Los Angeles,-118.244271,34.055641,5.421,4.2243643
06,037,00277283,Los Angeles,-118.24789,34.057657,5.42,6.945751
06,037,00277283,Los Angeles,-118.250747,34.060148,5.423,3.7439523
06,037,00277283,Los Angeles,-118.174908,34.050994,5.402,6.5006833
06,037,00277283,Los Angeles,-118.225363,33.928019,5.369,4.439952
06,037,00277283,Los Angeles,-118.168137,34.060685,5.4,2.0442824
06,037,00277283,Los Angeles,-118.066813,33.914865,5.351,5.790381
06,037,00277283,Los Angeles,-117.802207,34.105077,5.441,4.1602154
06,037,00277283,Los Angeles,-118.551228,34.416259,5.692,21.24533
06,037,00277283,Los Angeles,-118.07617,34.103101,5.396,3.8306582
06,037,00277283,Los Angeles,-117.833689,34.028667,5.415,4.608767
06,037,00277283,Los Angeles,-118.383963,34.084738,5.411,4.462289
06,037,00277283,Los Angeles,-118.138228,34.145121,5.4,4.406112
06,037,00277283,Los Angeles,-118.146957,34.144703,5.402,4.750981
06,037,00277283,Los Angeles,-118.079622,34.14883,5.369,4.130449
06,037,00277283,Los Angeles,-118.232293,34.056077,5.419,5.4991107
06,037,00277283,Los Angeles,-118.189823,33.806509,5.347,5.3577423
06,037,00277283,Los Angeles,-118.361851,34.139746,5.467,3.199207
06,037,00277283,Los Angeles,-118.385869,33.916294,5.292,6.458263
06,037,00277283,Los Angeles,-118.166578,33.950115,5.374,4.0547433
06,037,00277283,Los Angeles,-118.442785,33.978488,5.288,8.454026
06,037,00277283,Los Angeles,-118.294546,33.831538,5.35,4.743446
06,037,00277283,Los Angeles,-118.445513,34.325912,5.6,40.269638
06,037,00277283,Los Angeles,-118.133385,33.916855,5.35,4.3708367
06,037,00277283,Los Angeles,-118.326458,34.1049,5.444,5.7472973
06,037,00277283,Los Angeles,-118.49638,34.014299,5.266,14.549959
06,037,00277283,Los Angeles,-118.155046,33.946978,5.369,4.060774
06,037,00277283,Los Angeles,-118.109466,33.929068,5.357,3.8138034
06,037,00277283,Los Angeles,-118.136606,34.133435,5.398,4.429379
06,037,00277283,Los Angeles,-118.1327,34.14695,5.398,4.549513
06,037,00277283,Los Angeles,-118.532194,34.241917,5.538,17.322817
06,037,00277283,Los Angeles,-118.532897,34.242856,5.538,17.322817
06,037,00277283,Los Angeles,-118.524479,34.237626,5.538,15.312167
06,037,00277283,Los Angeles,-118.526461,34.237474,5.538,14.806215
06,037,00277283,Los Angeles,-118.332885,34.09846,5.442,5.761466
06,037,00277283,Los Angeles,-118.230266,34.220972,5.485,11.514963
06,037,00277283,Los Angeles,-118.290921,33.828186,5.351,4.9418335
06,037,00277283,Los Angeles,-118.44959,34.207129,5.545,8.776163
06,037,00277283,Los Angeles,-118.289337,34.017635,5.413,5.8659873
06,037,00277283,Los Angeles,-118.353057,33.845242,5.322,4.627553
06,037,00277283,Los Angeles,-118.466635,34.151702,5.505,5.7318807
06,037,00277283,Los Angeles,-118.481495,34.030445,5.359,8.035291
06,037,00277283,Los Angeles,-118.385595,33.833123,5.131,7.8915973
06,037,00277283,Los Angeles,-118.358158,34.072939,5.424,4.8316836
06,037,00277283,Los Angeles,-118.136558,34.145337,5.399,4.406112
06,037,00277283,Los Angeles,-118.616811,34.491866,5.694,45.778107
06,037,00277283,Los Angeles,-118.267077,34.055329,5.422,5.4699335
06,037,00277283,Los Angeles,-118.283976,34.148873,5.455,3.7712457
06,037,00277283,Los Angeles,-118.264153,34.053453,5.422,6.9880357
06,037,00277283,Los Angeles,-118.191749,33.767531,5.331,7.964333
06,037,00277283,Los Angeles,-118.304449,33.778534,5.339,8.047283
06,037,00277283,Los Angeles,-118.12098,33.78429,5.337,5.580659
06,037,00277283,Los Angeles,-118.109671,33.786682,5.334,4.7946177
06,037,00277283,Los Angeles,-118.002898,34.133889,5.382,3.24425
06,037,00277283,Los Angeles,-117.965672,34.134179,5.395,4.8996
06,037,00277283,Los Angeles,-117.932122,34.128551,5.404,6.847971
06,037,00277283,Los Angeles,-117.890195,34.095736,5.417,4.2627006
06,037,00277283,Los Angeles,-118.527753,34.235503,5.538,11.4765
06,037,00277283,Los Angeles,-118.4481874,34.18993277,5.536,8.6202135
06,037,00277283,Los Angeles,-118.259212,34.057008,5.423,8.130072
06,037,00277283,Los Angeles,-118.240101,33.923391,5.372,4.340384
06,037,00277283,Los Angeles,-118.334323,34.01223,5.413,4.7006884
06,037,00277283,Los Angeles,-118.241112,33.9457165,5.383,4.596929
06,037,00277283,Los Angeles,-118.479053,34.124839,5.459,12.071365
06,037,00277283,Los Angeles,-118.485302,34.003119,5.26,8.862092
06,037,00277283,Los Angeles,-118.1594074,33.93015942,5.36,4.0330863
06,037,00277283,Los Angeles,-118.399183,33.944267,5.31,6.690326
06,037,00277283,Los Angeles,-118.369027,34.006112,5.393,7.3352118
06,037,00277283,Los Angeles,-118.148626,34.142,5.403,4.131579
06,037,00277283,Los Angeles,-118.35324,33.84346,5.314,4.627553
06,037,00277283,Los Angeles,-117.931883,34.071448,5.405,3.560164
06,037,00277283,Los Angeles,-117.907844,34.1346,5.407,4.3948784
06,037,00277283,Los Angeles,-118.59732,34.19148,5.536,7.650205
06,037,00277283,Los Angeles,-118.061582,34.556681,5.996,45.21297
06,037,00277283,Los Angeles,-118.397553,33.916595,5.209,6.029744
06,037,00277283,Los Angeles,-118.386525,33.916904,5.292,7.049586
06,037,00277283,Los Angeles,-118.1036001,33.9139919,5.349,3.4048767
06,037,00277283,Los Angeles,-118.1528,34.03366,5.4,3.587694
06,037,00277283,Los Angeles,-118.371928,34.025701,5.413,6.3170257
06,037,00277283,Los Angeles,-118.442803,34.058304,5.398,14.199757
06,037,00277283,Los Angeles,-118.391419,34.025214,5.404,6.3114977
06,037,00277283,Los Angeles,-118.443589,34.060727,5.404,11.9646845
06,037,00277283,Los Angeles,-118.491903,34.009602,5.267,11.626563
06,037,00277283,Los Angeles,-118.377094,34.071196,5.419,6.047788
06,037,00277283,Los Angeles,-118.491261,34.008945,5.267,11.626563
06,037,00277283,Los Angeles,-118.378373,34.088515,5.422,3.094358
06,037,00277283,Los Angeles,-118.460143,34.27922,5.572,23.35322
06,037,00277283,Los Angeles,-118.460143,34.27922,5.572,23.35322
06,037,00277283,Los Angeles,-118.377019,34.071163,5.419,6.047788
06,037,00277283,Los Angeles,-118.44268,34.034366,5.378,7.314321
06,037,00277283,Los Angeles,-118.499251,34.020221,5.277,12.811009
06,037,00277283,Los Angeles,-118.481415,33.999203,5.244,15.351174
06,037,00277283,Los Angeles,-118.49583,34.02576,5.301,10.841227
06,037,00277283,Los Angeles,-118.49583,34.03,5.307,10.534292
06,037,00277283,Los Angeles,-118.493749,34.013658,5.279,13.201616
06,037,00277283,Los Angeles,-117.8289,34.001271,5.392,6.4684644
06,037,00277283,Los Angeles,-118.256074,34.149176,5.447,4.6186633
06,037,00277283,Los Angeles,-118.530084,34.166729,5.529,6.4334874
06,037,00277283,Los Angeles,-118.592457,34.25682,5.54,28.892744
06,037,00277283,Los Angeles,-118.370958,34.215022,5.55,12.043493
06,037,00277283,Los Angeles,-118.308616,34.014402,5.413,5.0483546
06,037,00277283,Los Angeles,-118.394181,34.272716,5.564,63.671253
06,037,00277283,Los Angeles,-118.399483,34.144148,5.48,4.46545
06,037,00277283,Los Angeles,-118.469714,33.98515,5.225,12.557499
06,037,00277283,Los Angeles,-118.598936,34.221249,5.536,14.996387
06,037,00277283,Los Angeles,-118.40108,34.193947,5.545,8.536265
06,037,00277283,Los Angeles,-118.487435,34.234966,5.543,11.158143
06,037,00277283,Los Angeles,-118.446408,34.061656,5.404,6.333444
06,037,00277283,Los Angeles,-118.283738,33.800588,5.358,4.9293184
06,037,00277283,Los Angeles,-118.020892,34.033257,5.387,4.933604
06,037,00277283,Los Angeles,-118.395935,34.187004,5.539,9.053356
06,037,00277283,Los Angeles,-118.311702,34.184915,5.482,9.087125
06,037,00277283,Los Angeles,-118.390162,33.986765,5.366,7.76753
06,037,00277283,Los Angeles,-118.121217,33.934471,5.36,4.027747
06,037,00277283,Los Angeles,-118.112905,33.953385,5.372,4.677365
06,037,00277283,Los Angeles,-118.257249,34.145132,5.446,4.8917212
06,037,00277283,Los Angeles,-118.367407,33.894227,5.318,6.7179956
06,037,00277283,Los Angeles,-118.554099,34.430977,5.699,15.7734585
06,037,00277283,Los Angeles,-118.29228,34.034741,5.417,4.813191
06,037,00277283,Los Angeles,-118.273342,34.035847,5.418,5.655977
06,037,00277283,Los Angeles,-118.230314,34.071508,5.417,4.399944
06,037,00277283,Los Angeles,-118.272685,34.036868,5.418,5.655977
06,037,00277283,Los Angeles,-118.238621,34.032919,5.419,4.5262456
06,037,00277283,Los Angeles,-118.23737,34.043191,5.42,4.652823
06,037,00277283,Los Angeles,-118.265365,33.975437,5.389,4.455196
06,037,00277283,Los Angeles,-118.285476,33.988889,5.397,5.175439
06,037,00277283,Los Angeles,-118.265365,33.976155,5.389,5.141986
06,037,00277283,Los Angeles,-118.384372,34.225334,5.56,12.254316
06,037,00277283,Los Angeles,-118.365893,34.171063,5.514,7.6876364
06,037,00277283,Los Angeles,-118.370659,34.139805,5.464,4.7101398
06,037,00277283,Los Angeles,-118.463489,34.22845,5.55,10.407995
06,037,00277283,Los Angeles,-118.59051,34.233579,5.538,18.695171
06,037,00277283,Los Angeles,-118.528682,34.228057,5.538,10.503198
06,037,00277283,Los Angeles,-118.289691,33.735855,5.295,7.358786
06,037,00277283,Los Angeles,-118.262959,33.784942,5.356,5.2791266
06,037,00277283,Los Angeles,-118.282886,33.993086,5.399,4.905348
06,037,00277283,Los Angeles,-118.394586,33.872054,5.214,19.338696
06,037,00277283,Los Angeles,-118.5648429,34.04590171,5.315,24.613123
06,037,00277283,Los Angeles,-118.5648536,34.04584837,5.315,24.613123
06,037,00277283,Los Angeles,-118.118245,34.50141,5.914,124.85183
06,037,00277283,Los Angeles,-118.116006,34.08998,5.403,4.3677764
06,037,00277283,Los Angeles,-118.044618,34.138739,5.369,4.2091365
06,037,00277283,Los Angeles,-118.409117,34.066124,5.412,6.465741
06,037,00277283,Los Angeles,-118.397163,34.06794,5.415,6.533779
06,037,00277283,Los Angeles,-118.402524,34.068903,5.413,6.4467993
06,037,00277283,Los Angeles,-118.395128,34.072382,5.414,7.0093875
06,037,00277283,Los Angeles,-118.401002,34.066653,5.414,7.2216535
06,037,00277283,Los Angeles,-118.413267,34.066881,5.41,6.3755093
06,037,00277283,Los Angeles,-117.926766,34.02053,5.386,11.853866
06,037,00277283,Los Angeles,-117.829644,34.003248,5.41,6.4684644
06,037,00277283,Los Angeles,-118.400744,33.930574,5.252,11.077513
06,037,00277283,Los Angeles,-118.079218,33.832254,5.336,4.4733586
06,037,00277283,Los Angeles,-118.350711,33.930692,5.368,6.000239
06,037,00277283,Los Angeles,-118.371181,33.901253,5.318,7.2772074
06,037,00277283,Los Angeles,-118.191987,33.767198,5.33,7.964333
06,037,00277283,Los Angeles,-118.19861,33.757146,5.333,21.307375
06,037,00277283,Los Angeles,-118.262703,34.042799,5.42,4.433366
06,037,00277283,Los Angeles,-118.402376,34.068876,5.414,6.4467993
06,037,00277283,Los Angeles,-118.291443,34.093037,5.432,5.0427837
06,037,00277283,Los Angeles,-118.460342,34.050187,5.388,9.767367
06,037,00277283,Los Angeles,-118.398586,34.055264,5.416,10.404523
06,037,00277283,Los Angeles,-118.325744,34.099893,5.441,4.317429
06,037,00277283,Los Angeles,-118.411911,34.054371,5.41,11.505585
06,037,00277283,Los Angeles,-118.443664,34.12755,5.49,21.121138
06,037,00277283,Los Angeles,-118.290127,34.062301,5.423,4.0384703
06,037,00277283,Los Angeles,-118.255408,34.052495,5.419,4.0717745
06,037,00277283,Los Angeles,-118.370105,34.144974,5.477,5.6725926
06,037,00277283,Los Angeles,-118.376637,34.069888,5.42,5.52969
06,037,00277283,Los Angeles,-118.257063,34.050184,5.419,10.3637495
06,037,00277283,Los Angeles,-118.381748,33.94584,5.357,7.085968
06,037,00277283,Los Angeles,-118.325804,34.101608,5.442,4.2920265
06,037,00277283,Los Angeles,-118.368305,34.09806,5.432,3.4258428
06,037,00277283,Los Angeles,-118.374499,34.076247,5.418,5.454029
06,037,00277283,Los Angeles,-118.377534,34.07626,5.414,6.315941
06,037,00277283,Los Angeles,-118.257712,34.04385,5.42,4.090718
06,037,00277283,Los Angeles,-118.256607,34.041963,5.42,4.46293
06,037,00277283,Los Angeles,-118.441191,34.06329,5.406,8.284069
06,037,00277283,Los Angeles,-118.264006,34.045531,5.418,5.527907
06,037,00277283,Los Angeles,-118.787141,34.020235,5.229,29.262562
06,037,00277283,Los Angeles,-118.388495,33.90027,5.271,6.237286
06,037,00277283,Los Angeles,-118.459493,33.982146,5.25,10.459057
06,037,00277283,Los Angeles,-118.450709,33.984106,5.297,8.931118
06,037,00277283,Los Angeles,-118.143177,34.597428,5.988,75.03142
06,037,00277283,Los Angeles,-118.139606,34.614361,5.993,60.728844
06,037,00277283,Los Angeles,-118.394897,33.848991,5.163,12.305118
06,037,00277283,Los Angeles,-118.079876,34.036533,5.379,7.9179206
06,037,00277283,Los Angeles,-117.891493,33.994759,5.393,5.0331554
06,037,00277283,Los Angeles,-118.501217,34.01765,5.257,25.543669
06,037,00277283,Los Angeles,-118.501067,34.018311,5.257,16.276423
06,037,00277283,Los Angeles,-118.48186,34.03032,5.359,8.035291
06,037,00277283,Los Angeles,-118.499111,34.015369,5.263,21.73356
06,037,00277283,Los Angeles,-118.492867,34.009207,5.256,11.626563
06,037,00277283,Los Angeles,-118.492438,34.00854,5.267,11.626563
06,037,00277283,Los Angeles,-118.490424,34.007904,5.267,10.993429
06,037,00277283,Los Angeles,-118.457147,34.025792,5.362,6.9681616
06,037,00277283,Los Angeles,-118.492066,34.013746,5.292,10.581117
06,037,00277283,Los Angeles,-118.491072,34.014872,5.292,10.581117
06,037,00277283,Los Angeles,-118.485467,34.010562,5.302,9.585978
06,037,00277283,Los Angeles,-118.491534,34.007114,5.254,16.617876
06,037,00277283,Los Angeles,-118.349995,33.835802,5.311,6.9857697
06,037,00277283,Los Angeles,-118.35917,34.137189,5.462,4.787994
06,037,00277283,Los Angeles,-118.487257,34.200557,5.538,7.0385036
06,037,00277283,Los Angeles,-118.377519,34.092174,5.427,4.4766393
06,037,00277283,Los Angeles,-118.371104,34.095937,5.432,5.401527
06,037,00277283,Los Angeles,-118.372756,34.096316,5.429,5.401527
06,037,00277283,Los Angeles,-118.385005,34.089668,5.421,4.0333557
06,037,00277283,Los Angeles,-118.804643,34.151844,5.557,22.864985
06,037,00277283,Los Angeles,-118.3938,33.9013,5.242,7.653897
06,037,00277283,Los Angeles,-118.445278,34.058056,5.4,7.7644157
06,037,00277283,Los Angeles,-118.105339,33.979264,5.376,4.806816
06,037,00277283,Los Angeles,-118.49364,34.014763,5.279,13.201616
06,037,00277283,Los Angeles,-117.706351,34.099758,5.485,6.470837
06,037,00277283,Los Angeles,-118.147111,34.14762,5.404,4.2295504
06,037,00277283,Los Angeles,-118.327381,33.767856,5.294,17.416487
06,037,00277283,Los Angeles,-118.34122,33.79022,5.242,3.8043196
06,037,00277283,Los Angeles,-118.264429,34.04753,5.41,5.6146154
06,037,00277283,Los Angeles,-118.129937,34.030817,5.394,3.4082077
06,037,00277283,Los Angeles,-118.00825,33.89572,5.353,4.8708053
06,037,00277283,Los Angeles,-118.045039,34.036495,5.385,9.551654
06,037,00277283,Los Angeles,-118.437913,34.0345678,5.381,9.539325
06,037,00277283,Los Angeles,-118.032354,34.064333,5.398,4.2144203
06,037,00277283,Los Angeles,-118.030875,34.071649,5.397,4.5697694
06,037,00277283,Los Angeles,-118.44529,33.987491,5.313,8.5021515
06,037,00277283,Los Angeles,-118.342395,34.206773,5.514,7.610828
06,037,00277283,Los Angeles,-118.378784,33.905708,5.312,7.4228277
06,037,00277283,Los Angeles,-118.642662,34.17075,5.54,10.465799
06,037,00277283,Los Angeles,-118.615262,34.20513,5.532,13.037371
06,037,00277283,Los Angeles,-118.0641246,33.8667832,5.347,4.0930924
06,037,00277283,Los Angeles,-118.241806,34.053051,5.419,3.8440268
06,037,00277283,Los Angeles,-118.32651,34.18859,5.502,7.5190487
06,037,00277283,Los Angeles,-118.686057,34.037359,5.304,10.844756
06,037,00277283,Los Angeles,-118.34759,33.83162,5.298,5.796855
06,037,00277283,Los Angeles,-118.1987318,33.766646,5.333,7.2026086
06,037,00277283,Los Angeles,-118.443164,34.064306,5.406,8.284069
06,037,00277283,Los Angeles,-118.24909,34.23076,5.516,7.6200914
06,037,00277283,Los Angeles,-118.430206,34.053639,5.403,7.0560575
06,037,00277283,Los Angeles,-118.29144,34.04982,5.422,5.2397165
06,037,00277283,Los Angeles,-118.12801,33.92341,5.354,3.7545521
06,037,00277283,Los Angeles,-118.0244,34.10725,5.39,3.7772987
06,037,00277283,Los Angeles,-118.2544909,34.1541217,5.445,6.3117104
06,037,00277283,Los Angeles,-118.62393,34.18813,5.534,10.407
06,037,00277283,Los Angeles,-118.5013378,34.0497944,5.348,7.7716856
06,037,00277283,Los Angeles,-118.3705831,33.9450207,5.363,7.1145625
06,037,00277283,Los Angeles,-118.686056,34.037333,5.304,10.844756
06,037,00277283,Los Angeles,-118.46044,34.21338,5.545,9.06354
06,037,00277283,Los Angeles,-117.711032,34.1022,5.482,4.9768047
06,037,00277283,Los Angeles,-118.195667,33.765603,5.33,3.9309752
06,037,00277283,Los Angeles,-118.42726,33.99637,5.355,7.759729
06,037,00277283,Los Angeles,-118.28686,33.80912,5.354,4.608812
06,037,00277283,Los Angeles,-118.23379,34.14244,5.433,4.194984
06,037,00277283,Los Angeles,-118.389618,34.072883,5.415,6.68369
06,037,00277283,Los Angeles,-118.384266,33.946082,5.355,7.897367
06,037,00277283,Los Angeles,-118.266185,34.046049,5.419,3.431306
06,037,00277283,Los Angeles,-118.266227,34.046119,5.419,3.431306
06,037,00277283,Los Angeles,-118.131,34.151,5.397,4.2528806
06,037,00277283,Los Angeles,-118.143209,34.14293,5.402,4.4305167
06,037,00277283,Los Angeles,-118.093347,33.859513,5.34,4.2174277
06,037,00277283,Los Angeles,-118.589201,34.257503,5.542,26.785826
06,037,00277283,Los Angeles,-118.574238,34.27576,5.548,64.24276
06,037,00277283,Los Angeles,-118.465731,34.02216,5.355,9.7236
06,037,00277283,Los Angeles,-118.481289,34.033359,5.36,9.700537
06,037,00277283,Los Angeles,-118.331992,33.793911,5.286,6.9105387
06,037,00277283,Los Angeles,-118.469532,34.001324,5.287,8.96262
06,037,00277283,Los Angeles,-117.930127,34.071281,5.405,3.7282631
06,037,00277283,Los Angeles,-118.101213,34.145409,5.382,4.7865567
06,037,00277283,Los Angeles,-118.184645,33.821855,5.353,4.4748635
06,037,00277283,Los Angeles,-118.215111,34.138734,5.421,2.4431598
06,037,00277283,Los Angeles,-118.467005,34.053566,5.387,7.998966
06,037,00277283,Los Angeles,-118.37007,34.19998,5.541,10.931389
06,037,00277283,Los Angeles,-118.248589,34.059133,5.42,3.7439523
06,037,00277283,Los Angeles,-118.241234,34.063402,5.419,4.604323
06,037,00277283,Los Angeles,-118.589661,34.228403,5.539,18.402023
06,037,00277283,Los Angeles,-118.587164,34.237037,5.539,21.597477
06,037,00277283,Los Angeles,-118.448935,34.291096,5.58,26.338133
06,037,00277283,Los Angeles,-118.466124,34.264345,5.564,15.653234
06,037,00277283,Los Angeles,-118.42708,34.158486,5.503,6.6973615
06,037,00277283,Los Angeles,-118.388678,34.208263,5.56,10.003799
06,037,00277283,Los Angeles,-118.274557,33.788779,5.359,5.1785254
06,037,00277283,Los Angeles,-118.281179,33.734075,5.293,12.426689
06,037,00277283,Los Angeles,-118.28779,33.723761,5.289,8.828457
06,037,00277283,Los Angeles,-118.369211,34.155358,5.489,7.1430144
06,037,00277283,Los Angeles,-118.454423,34.215908,5.549,9.85111
06,037,00277283,Los Angeles,-118.308755,33.98048,5.4,5.3588285
06,037,00277283,Los Angeles,-118.569837,34.169042,5.533,7.1225095
06,037,00277283,Los Angeles,-118.57491,34.234279,5.54,17.571001
06,037,00277283,Los Angeles,-118.197136,34.110891,5.419,3.1745667
06,037,00277283,Los Angeles,-118.462403,34.178032,5.53,7.1643577
06,037,00277283,Los Angeles,-118.296248,34.033412,5.418,5.804803
06,037,00277283,Los Angeles,-118.59406,34.196289,5.537,8.402537
06,037,00277283,Los Angeles,-118.593116,34.248493,5.537,28.685596
06,037,00277283,Los Angeles,-118.583973,34.245466,5.539,27.43913
06,037,00277283,Los Angeles,-118.291001,34.061173,5.423,9.241289
06,037,00277283,Los Angeles,-118.277514,34.027977,5.415,5.9941196
06,037,00277283,Los Angeles,-118.14673,34.144894,5.402,4.750981
06,037,00277283,Los Angeles,-118.327339,34.10057,5.442,5.151791
06,037,00277283,Los Angeles,-118.110057,33.755745,5.329,9.164241
06,037,00277283,Los Angeles,-118.110209,33.756205,5.329,8.109076
06,037,00277283,Los Angeles,-118.110455,33.75635,5.329,8.109076
06,037,00277283,Los Angeles,-118.111671,33.757306,5.329,7.8660746
06,037,00277283,Los Angeles,-118.087136,33.829326,5.334,5.0357924
06,037,00277283,Los Angeles,-118.086314,33.829393,5.334,5.0357924
06,037,00277283,Los Angeles,-118.351362,33.832496,5.289,9.664446
06,037,00277283,Los Angeles,-118.39397,33.865914,5.201,11.35882
06,037,00277283,Los Angeles,-118.396359,33.883315,5.228,7.150028
06,037,00277283,Los Angeles,-118.440233,34.037902,5.385,7.4087543
06,037,00277283,Los Angeles,-118.447158,34.061521,5.404,6.333444
06,037,00277283,Los Angeles,-118.383457,34.05417,5.425,6.0270543
06,037,00277283,Los Angeles,-118.257451,34.04639,5.419,5.150115
06,037,00277283,Los Angeles,-118.081645,34.035452,5.382,11.361213
06,037,00277283,Los Angeles,-118.133603,34.139359,5.398,3.7696788
06,037,00277283,Los Angeles,-118.147736,34.137623,5.402,3.13811
06,037,00277283,Los Angeles,-118.245739,34.15128,5.442,5.413969
06,037,00277283,Los Angeles,-118.259724,34.145446,5.447,7.6065917
06,037,00277283,Los Angeles,-118.55522,34.240687,5.539,17.656815
06,037,00277283,Los Angeles,-118.509746,34.208849,5.537,8.223891
06,037,00277283,Los Angeles,-118.439562,34.022077,5.367,6.8127213
06,037,00277283,Los Angeles,-118.417807,33.957465,5.3,9.196248
06,037,00277283,Los Angeles,-118.520876,34.264939,5.544,21.425247
06,037,00277283,Los Angeles,-118.194635,34.064144,5.412,4.4594016
06,037,00277283,Los Angeles,-118.309131,33.95589,5.385,5.8993926
06,037,00277283,Los Angeles,-118.280758,34.075181,5.423,5.469747
06,037,00277283,Los Angeles,-118.241175,34.06337,5.419,4.604323
06,037,00277283,Los Angeles,-118.305545,34.101239,5.439,5.1229687
06,037,00277283,Los Angeles,-118.307314,33.94537,5.381,6.5561624
06,037,00277283,Los Angeles,-118.386556,34.04524,5.422,7.8763394
06,037,00277283,Los Angeles,-118.464849,34.039995,5.373,8.611758
